题目1: 817.0÷344.0+544.0=
题目7257: 342.0-42.0=
题目7258: 585.0-401.0=
题目7259: 466.0×477.0+194.0=
题目7260: 704.0÷343.0=
题目7261: 301.0+473.0=
题目7262: 567.0÷983.0=
题目7263: 590.0×966.0=
题目7264: 372.0×239.0÷620.0=
题目7265: 555.0÷770.0=
题目7266: 724.0-212.0-499.0=
题目7267: 917.0×403.0=
题目7268: 613.0+754.0+736.0+811.0=
题目7269: 363.0÷207.0=
题目7270: 206.0+745.0×457.0+960.0=
题目7271: 874.0+682.0÷500.0+276.0=
题目7272: 726.0-13.0=
题目7273: 794.0+205.0=
题目7274: 926.0-324.0=
题目7275: 862.0÷845.0+796.0=
题目7276: 814.0+942.0-11.0=
题目7277: 658.0+631.0=
题目7278: 880.0×577.0=
题目7279: (716.0-275.0)÷910.0=
题目7280: 176.0×699.0=
题目7281: 68.0+971.0+626.0=
题目7282: 868.0÷749.0=
题目7283: 53.0+863.0-268.0=
题目7284: 524.0+712.0=
题目7285: 379.0+565.0=
题目7286: 464.0×335.0+355.0=
题目7287: 668.0×475.0÷233.0=
题目7288: 745.0+681.0=
题目7289: 876.0-521.0-307.0=
题目7290: 680.0÷888.0=
题目7291: 602.0+969.0=
题目7292: 761.0×372.0=
题目7293: 542.0÷342.0+695.0=
题目7294: 464.0÷263.0=
题目7295: 145.0×955.0=
题目7296: 753.0×244.0=
题目7297: 566.0×841.0=
题目7298: 471.0+948.0÷762.0=
题目7299: 811.0×45.0=
题目7300: 699.0-504.0=
题目7301: 987.0-396.0=
题目7302: 717.0-317.0=
题目7303: 971.0÷49.0=
题目7304: 758.0+270.0×877.0=
题目7305: 432.0÷191.0=
题目7306: 139.0+998.0-411.0=
题目7307: 445.0÷351.0÷566.0=
题目7308: 809.0-95.0+5.0=
题目7309: 368.0÷884.0=
题目7310: 417.0-660.0+275.0=
题目7311: 874.0÷6.0=
题目7312: 895.0-97.0+998.0=
题目7313: 782.0-672.0=
题目7314: 931.0+781.0=
题目7315: 673.0+354.0÷77.0+560.0=
题目7316: 984.0+411.0÷608.0=
题目7317: 307.0÷602.0+769.0=
题目7318: 148.0+877.0-71.0=
题目7319: 267.0÷687.0=
题目7320: 211.0×875.0=
题目7321: 318.0÷205.0=
题目7322: 88.0+237.0=
题目7323: 862.0+479.0=
题目7324: 806.0-786.0=
题目7325: 401.0÷870.0=
题目7326: (484.0-3.0)÷13.0=
题目7327: 29.0+367.0+84.0=
题目7328: (160.0-72.0)×279.0=
题目7329: 867.0÷988.0×284.0=
题目7330: 430.0÷889.0+909.0=
题目7331: 26.0×907.0=
题目7332: 691.0×63.0×781.0=
题目7333: 428.0+831.0-826.0=
题目7334: 895.0÷368.0=
题目7335: 664.0+56.0÷689.0+643.0=
题目7336: 253.0+418.0+619.0=
题目7337: 417.0-254.0=
题目7338: 458.0-236.0=
题目7339: 228.0×968.0=
题目7340: (767.0-648.0)÷901.0=
题目7341: 593.0+328.0-316.0=
题目7342: 398.0+737.0+609.0=
题目7343: 421.0+353.0=
题目7344: 716.0-550.0=
题目7345: 447.0÷71.0=
题目7346: 194.0÷188.0=
题目7347: 291.0+667.0÷965.0=
题目7348: 393.0+37.0=
题目7349: 170.0+28.0+259.0=
题目7350: 450.0+401.0=
题目7351: 795.0-629.0=
题目7352: 983.0×576.0=
题目7353: 336.0+617.0-70.0=
题目7354: 71.0+989.0×104.0=
题目7355: 273.0÷162.0=
题目7356: 468.0×329.0=
题目7357: (765.0-11.0)÷597.0=
题目7358: 796.0+90.0=
题目7359: (934.0-904.0)÷968.0=
题目7360: 49.0×194.0=
题目7361: 445.0÷261.0×873.0=
题目7362: 773.0÷460.0=
题目7363: 959.0×476.0+611.0=
题目7364: 710.0-650.0=
题目7365: (827.0-11.0)×507.0=
题目7366: 635.0÷643.0=
题目7367: 650.0+537.0÷939.0=
题目7368: 991.0+231.0=
题目7369: 305.0+954.0÷519.0=
题目7370: 370.0÷266.0+107.0=
题目7371: 887.0÷141.0=
题目7372: 323.0-223.0=
题目7373: (672.0-507.0)×82.0=
题目7374: 953.0×970.0×32.0=
题目7375: 867.0+423.0+216.0=
题目7376: 193.0÷658.0×855.0=
题目7377: 801.0÷336.0+75.0=
题目7378: 721.0+246.0÷96.0=
题目7379: 302.0÷380.0=
题目7380: 762.0-613.0+36.0=
题目7381: 332.0×891.0=
题目7382: 84.0×78.0+307.0=
题目7383: 129.0+666.0=
题目7384: 708.0+4.0+187.0=
题目7385: 291.0÷339.0×700.0=
题目7386: 976.0-588.0=
题目7387: (887.0-242.0)×285.0=
题目7388: 611.0÷320.0=
题目7389: 558.0÷782.0=
题目7390: 47.0÷210.0=
题目7391: 795.0+234.0=
题目7392: 649.0+119.0+291.0=
题目7393: 419.0×742.0+661.0=
题目7394: 567.0-139.0=
题目7395: 553.0÷36.0=
题目7396: 867.0+318.0=
题目7397: 17.0÷277.0=
题目7398: 224.0+142.0=
题目7399: (756.0-184.0)÷810.0=
题目7400: 410.0×312.0+439.0=
题目7401: 540.0+829.0=
题目7402: 909.0×815.0=
题目7403: (880.0-369.0)÷921.0=
题目7404: (367.0-273.0)÷619.0=
题目7405: 176.0+346.0+103.0=
题目7406: 64.0×91.0+83.0=
题目7407: 441.0×634.0=
题目7408: 93.0÷449.0=
题目7409: 447.0÷242.0÷620.0=
题目7410: 279.0×857.0×58.0=
题目7411: 165.0×981.0=
题目7412: 771.0+692.0=
题目7413: 775.0÷965.0÷323.0=
题目7414: 72.0+885.0=
题目7415: 531.0+714.0=
题目7416: 269.0+72.0=
题目7417: 183.0÷481.0=
题目7418: 463.0×718.0+955.0=
题目7419: 993.0-279.0=
题目7420: 985.0÷334.0=
题目7421: 930.0×1.0×542.0=
题目7422: 176.0×518.0=
题目7423: 346.0-374.0+891.0=
题目7424: 934.0×564.0+226.0=
题目7425: 212.0×272.0=
题目7426: 535.0×926.0÷886.0=
题目7427: 532.0-189.0=
题目7428: (866.0-142.0)×589.0=
题目7429: 477.0-215.0=
题目7430: 294.0×421.0÷845.0=
题目7431: 892.0÷894.0÷220.0=
题目7432: 954.0×238.0÷421.0=
题目7433: 827.0+37.0+456.0=
题目7434: 249.0×518.0=
题目7435: 588.0÷333.0×944.0=
题目7436: 189.0+882.0=
题目7437: 682.0+306.0×547.0=
题目7438: 264.0+497.0=
题目7439: 606.0+884.0=
题目7440: 565.0-297.0=
题目7441: 53.0+843.0=
题目7442: 785.0-325.0=
题目7443: 977.0+239.0-200.0=
题目7444: 599.0÷484.0×269.0=
题目7445: 587.0÷544.0=
题目7446: 939.0×958.0+961.0=
题目7447: 711.0+290.0=
题目7448: 445.0+789.0=
题目7449: 820.0÷177.0=
题目7450: 820.0+340.0=
题目7451: 815.0×476.0+159.0=
题目7452: 234.0+974.0-333.0=
题目7453: 899.0+444.0=
题目7454: 218.0×573.0×482.0=
题目7455: 75.0+371.0=
题目7456: 442.0×365.0=
题目7457: 7.0÷339.0=
题目7458: 667.0÷321.0=
题目7459: 814.0-319.0=
题目7460: 793.0-167.0-468.0=
题目7461: (941.0-2.0)÷70.0=
题目7462: 881.0÷787.0+540.0=
题目7463: 393.0×863.0=
题目7464: 81.0÷455.0×206.0=
题目7465: (614.0-545.0)×347.0=
题目7466: 244.0÷647.0=
题目7467: 219.0×611.0+135.0=
题目7468: 113.0×257.0÷33.0=
题目7469: 338.0÷813.0=
题目7470: 377.0÷15.0÷807.0=
题目7471: (292.0-202.0)÷218.0=
题目7472: 308.0-134.0=
题目7473: 701.0×461.0×245.0=
题目7474: (611.0-451.0)×581.0=
题目7475: 283.0×56.0÷129.0=
题目7476: 161.0+633.0÷848.0=
题目7477: 355.0÷676.0×927.0=
题目7478: 12.0×998.0=
题目7479: 605.0-373.0=
题目7480: 857.0-88.0=
题目7481: 708.0×196.0=
题目7482: (782.0-544.0)×71.0=
题目7483: 514.0+935.0-312.0=
题目7484: 571.0×228.0=
题目7485: 370.0×866.0÷917.0=
题目7486: 690.0×755.0+881.0=
题目7487: 404.0+499.0=
题目7488: 35.0×936.0=
题目7489: 824.0×462.0=
题目7490: 238.0×768.0=
题目7491: 21.0-19.0=
题目7492: 774.0×857.0=
题目7493: 107.0+845.0÷651.0=
题目7494: 117.0+386.0=
题目7495: 380.0+65.0÷266.0=
题目7496: 381.0÷47.0=
题目7497: 480.0÷737.0÷80.0=
题目7498: 252.0÷54.0=
题目7499: 226.0×645.0÷26.0=
题目7500: 712.0+271.0=
题目7501: 322.0+72.0×858.0=
题目7502: (850.0-513.0)÷623.0=
题目7503: 419.0+45.0-329.0=
题目7504: 811.0÷126.0=
题目7505: 882.0÷753.0=
题目7506: 701.0×671.0÷66.0=
题目7507: 928.0-159.0=
题目7508: 366.0×463.0+376.0=
题目7509: 365.0÷328.0=
题目7510: 417.0+641.0=
题目7511: 79.0×386.0=
题目7512: 939.0+941.0×920.0=
题目7513: 988.0÷463.0=
题目7514: 761.0-108.0=
题目7515: (889.0-355.0)×300.0=
题目7516: 700.0×914.0÷322.0=
题目7517: 732.0+195.0=
题目7518: 718.0+911.0÷755.0=
题目7519: 906.0-377.0=
题目7520: 436.0÷162.0=
题目7521: 991.0-252.0=
题目7522: 155.0+319.0=
题目7523: 895.0÷856.0+198.0=
题目7524: 913.0+190.0=
题目7525: 314.0÷903.0=
题目7526: 357.0+594.0÷932.0=
题目7527: (833.0-754.0)÷59.0=
题目7528: 820.0×955.0=
题目7529: 556.0+741.0=
题目7530: 375.0÷905.0=
题目7531: 344.0×401.0=
题目7532: 514.0+374.0=
题目7533: 839.0+838.0-713.0=
题目7534: 915.0÷240.0×361.0=
题目7535: 625.0÷404.0=
题目7536: 920.0+281.0÷91.0=
题目7537: 822.0+760.0×373.0=
题目7538: 844.0÷462.0=
题目7539: 501.0÷286.0=
题目7540: 248.0+804.0=
题目7541: 642.0-371.0=
题目7542: 699.0÷959.0=
题目7543: 300.0-207.0=
题目7544: 97.0+723.0+672.0=
题目7545: (705.0-77.0)÷320.0=
题目7546: 199.0×181.0÷526.0=
题目7547: (1000.0-228.0)×273.0=
题目7548: 250.0×770.0+700.0=
题目7549: 702.0+192.0=
题目7550: 428.0×134.0+849.0=
题目7551: 208.0÷908.0×465.0=
题目7552: 875.0×676.0=
题目7553: 531.0×816.0×666.0=
题目7554: 78.0×164.0=
题目7555: (664.0-443.0)×821.0=
题目7556: 247.0+313.0÷6.0=
题目7557: 898.0÷174.0=
题目7558: 353.0×707.0=
题目7559: 774.0×190.0=
题目7560: 85.0×522.0÷612.0=
题目7561: 169.0+136.0=
题目7562: 828.0-784.0=
题目7563: 136.0×322.0+811.0=
题目7564: 933.0÷774.0+24.0=
题目7565: 465.0+390.0=
题目7566: 478.0×610.0=
题目7567: 293.0-149.0+733.0=
题目7568: 638.0+632.0-157.0=
题目7569: 802.0+944.0=
题目7570: (839.0-615.0)×458.0=
题目7571: 762.0+61.0+383.0=
题目7572: 43.0÷25.0+178.0=
题目7573: 295.0×135.0=
题目7574: 218.0×90.0=
题目7575: 183.0×925.0=
题目7576: 271.0+50.0=
题目7577: 770.0-433.0=
题目7578: 837.0×377.0=
题目7579: 113.0+740.0×798.0=
题目7580: 549.0×811.0=
题目7581: 237.0÷812.0=
题目7582: 642.0+772.0-152.0=
题目7583: 175.0×497.0+587.0=
题目7584: 307.0+493.0=
题目7585: 150.0-57.0=
题目7586: 483.0-406.0=
题目7587: 308.0÷854.0×406.0=
题目7588: 186.0+52.0+810.0=
题目7589: 654.0×557.0=
题目7590: 560.0+133.0÷154.0=
题目7591: 497.0÷641.0=
题目7592: 500.0+444.0-470.0+710.0=
题目7593: 794.0×461.0+419.0=
题目7594: 814.0+258.0×534.0=
题目7595: 676.0-558.0=
题目7596: 981.0-362.0=
题目7597: 900.0+428.0-71.0+643.0=
题目7598: 889.0+180.0÷585.0+911.0=
题目7599: 237.0+351.0÷2.0+639.0=
题目7600: 111.0×158.0+85.0=
题目7601: 95.0×742.0=
题目7602: 132.0+872.0=
题目7603: 782.0÷177.0=
题目7604: 922.0-827.0=
题目7605: 56.0+435.0+380.0=
题目7606: 280.0×735.0+12.0=
题目7607: 939.0-498.0=
题目7608: 157.0÷690.0=
题目7609: 85.0+794.0-144.0=
题目7610: 340.0+819.0-458.0=
题目7611: 976.0+984.0×545.0=
题目7612: 931.0÷958.0×409.0=
题目7613: 355.0×302.0×209.0=
题目7614: 978.0-667.0=
题目7615: 405.0×713.0+463.0=
题目7616: 509.0×31.0+505.0=
题目7617: 243.0+38.0+198.0=
题目7618: 768.0÷356.0÷292.0=
题目7619: 893.0+321.0+841.0+581.0=
题目7620: 502.0÷422.0÷658.0=
题目7621: 98.0×53.0+431.0=
题目7622: 779.0÷140.0+350.0=
题目7623: 565.0+966.0+708.0=
题目7624: 939.0+745.0+1.0=
题目7625: 580.0×722.0=
题目7626: 533.0×356.0=
题目7627: 129.0×453.0=
题目7628: 555.0×530.0÷507.0=
题目7629: (227.0-44.0)×835.0=
题目7630: (833.0-810.0)÷437.0=
题目7631: 747.0+31.0+82.0+785.0=
题目7632: 810.0÷325.0+731.0=
题目7633: 925.0-915.0=
题目7634: 489.0÷735.0=
题目7635: 937.0+396.0÷346.0=
题目7636: (906.0-236.0)×32.0=
题目7637: 875.0÷306.0=
题目7638: 36.0×808.0+118.0=
题目7639: 804.0-295.0-193.0=
题目7640: 156.0÷209.0=
题目7641: 377.0+76.0÷492.0=
题目7642: 441.0+229.0=
题目7643: 439.0+214.0=
题目7644: (562.0-237.0)×573.0=
题目7645: 277.0+580.0×868.0=
题目7646: 507.0-772.0+656.0=
题目7647: 987.0+472.0-731.0=
题目7648: 298.0×505.0=
题目7649: 812.0×592.0×402.0=
题目7650: (308.0-73.0)÷499.0=
题目7651: 132.0÷250.0+233.0=
题目7652: 52.0÷267.0=
题目7653: 378.0+237.0=
题目7654: 320.0÷362.0=
题目7655: 401.0+978.0-91.0=
题目7656: (553.0-434.0)×16.0=
题目7657: 488.0×794.0×611.0=
题目7658: 735.0+681.0×954.0=
题目7659: 89.0÷444.0=
题目7660: 725.0÷196.0+496.0=
题目7661: 299.0-184.0=
题目7662: 792.0-440.0=
题目7663: 355.0÷295.0=
题目7664: 823.0-306.0=
题目7665: 560.0×986.0×884.0=
题目7666: 344.0÷247.0=
题目7667: 751.0+63.0÷70.0=
题目7668: 787.0×234.0=
题目7669: 505.0×628.0+696.0=
题目7670: 965.0+869.0×710.0=
题目7671: 770.0÷821.0=
题目7672: 480.0-442.0=
题目7673: 867.0+841.0-974.0=
题目7674: 934.0×633.0÷552.0=
题目7675: 528.0+131.0÷526.0=
题目7676: 768.0+268.0=
题目7677: 980.0-873.0=
题目7678: 411.0+728.0=
题目7679: 515.0+700.0=
题目7680: 492.0÷783.0÷314.0=
题目7681: (970.0-969.0)×48.0=
题目7682: 868.0+701.0+751.0+750.0=
题目7683: 246.0+358.0÷986.0+1000.0=
题目7684: 594.0÷379.0=
题目7685: 898.0+779.0-625.0=
题目7686: 375.0÷147.0=
题目7687: 558.0+815.0=
题目7688: 650.0-498.0=
题目7689: 522.0-246.0=
题目7690: 39.0×404.0=
题目7691: 913.0÷87.0=
题目7692: 950.0-511.0=
题目7693: 182.0÷923.0×688.0=
题目7694: 594.0÷92.0=
题目7695: 645.0÷834.0÷17.0=
题目7696: 208.0÷626.0×837.0=
题目7697: 947.0×377.0=
题目7698: (150.0-127.0)÷517.0=
题目7699: 235.0+719.0×388.0=
题目7700: 88.0÷879.0÷261.0=
题目7701: 927.0-449.0=
题目7702: 297.0÷475.0+648.0=
题目7703: 979.0-700.0+501.0=
题目7704: 117.0÷487.0=
题目7705: 780.0×64.0=
题目7706: 728.0+710.0÷477.0=
题目7707: 114.0+121.0=
题目7708: 456.0-73.0=
题目7709: 157.0×952.0=
题目7710: 533.0+882.0=
题目7711: 76.0×908.0÷239.0=
题目7712: 358.0×15.0=
题目7713: (731.0-287.0)÷593.0=
题目7714: 454.0×143.0÷780.0=
题目7715: 831.0÷30.0=
题目7716: 858.0÷1000.0=
题目7717: 514.0-719.0+263.0=
题目7718: 723.0×600.0+349.0=
题目7719: (985.0-282.0)×155.0=
题目7720: (970.0-411.0)×881.0=
题目7721: 565.0+849.0×992.0+335.0=
题目7722: 810.0+536.0=
题目7723: 54.0×825.0+803.0=
题目7724: 860.0÷636.0=
题目7725: 398.0+593.0÷410.0=
题目7726: 832.0-449.0=
题目7727: 892.0÷853.0×558.0=
题目7728: 429.0+91.0=
题目7729: 309.0+647.0-202.0=
题目7730: 61.0÷723.0=
题目7731: 770.0-98.0=
题目7732: 980.0-917.0=
题目7733: 695.0÷518.0+356.0=
题目7734: 439.0+336.0=
题目7735: 290.0÷599.0=
题目7736: 550.0×641.0÷40.0=
题目7737: 966.0+43.0×974.0=
题目7738: 65.0+876.0-699.0=
题目7739: 574.0+1000.0×234.0=
题目7740: 60.0÷164.0=
题目7741: 238.0÷518.0+207.0=
题目7742: 733.0÷87.0+159.0=
题目7743: 423.0+788.0=
题目7744: 290.0×749.0=
题目7745: 825.0÷527.0=
题目7746: 605.0×762.0=
题目7747: 845.0×713.0÷61.0=
题目7748: (949.0-370.0)÷67.0=
题目7749: 210.0+864.0=
题目7750: 628.0×918.0÷953.0=
题目7751: 628.0-903.0+584.0=
题目7752: 979.0-55.0=
题目7753: 516.0+245.0=
题目7754: 504.0×390.0=
题目7755: 773.0+637.0=
题目7756: 674.0÷105.0=
题目7757: 233.0÷913.0=
题目7758: 104.0+788.0=
题目7759: 427.0÷6.0÷501.0=
题目7760: 290.0+258.0÷476.0×329.0=
题目7761: 910.0-94.0=
题目7762: 55.0+60.0×415.0=
题目7763: 815.0÷584.0=
题目7764: 747.0+200.0×496.0+684.0=
题目7765: 348.0-96.0=
题目7766: 547.0-238.0=
题目7767: 922.0÷335.0=
题目7768: 329.0×674.0÷816.0=
题目7769: 262.0+357.0=
题目7770: 255.0×693.0=
题目7771: 494.0-171.0=
题目7772: 153.0×705.0÷398.0=
题目7773: 110.0+867.0=
题目7774: 516.0-28.0+790.0=
题目7775: 320.0×203.0=
题目7776: 442.0+554.0-872.0=
题目7777: 906.0+25.0=
题目7778: 77.0÷227.0=
题目7779: (941.0-309.0)÷387.0=
题目7780: 147.0÷563.0=
题目7781: 702.0-446.0=
题目7782: (829.0-521.0)×362.0=
题目7783: 758.0+859.0-431.0+53.0=
题目7784: 856.0+469.0=
题目7785: 93.0×835.0÷2.0=
题目7786: 195.0÷637.0×623.0=
题目7787: 943.0×628.0×883.0=
题目7788: 307.0-244.0=
题目7789: 288.0+919.0=
题目7790: 566.0+828.0=
题目7791: 210.0×200.0+30.0=
题目7792: (744.0-248.0)×951.0=
题目7793: 554.0+650.0=
题目7794: 939.0-43.0=
题目7795: 366.0÷481.0×241.0=
题目7796: 357.0-138.0=
题目7797: 984.0+990.0-133.0=
题目7798: 135.0÷834.0=
题目7799: 161.0÷964.0=
题目7800: 258.0+37.0=
题目7801: 635.0×356.0=
题目7802: 241.0÷9.0=
题目7803: 836.0+539.0-572.0=
题目7804: 584.0+491.0=
题目7805: 412.0÷872.0+575.0=
题目7806: 942.0÷514.0×355.0=
题目7807: 442.0÷220.0+294.0=
题目7808: 91.0×431.0=
题目7809: 759.0-36.0+718.0=
题目7810: 816.0+499.0=
题目7811: 108.0÷948.0=
题目7812: 675.0÷694.0=
题目7813: 462.0+554.0+788.0=
题目7814: 848.0×412.0=
题目7815: 413.0÷789.0=
题目7816: 431.0+841.0-657.0+506.0=
题目7817: 274.0×751.0+519.0=
题目7818: 527.0×705.0=
题目7819: 713.0+513.0×92.0=
题目7820: (981.0-568.0)÷573.0=
题目7821: 659.0÷624.0=
题目7822: 688.0+882.0=
题目7823: 331.0÷143.0÷894.0=
题目7824: 753.0÷433.0÷718.0=
题目7825: 908.0÷144.0×400.0=
题目7826: 884.0×542.0×370.0=
题目7827: (120.0-28.0)÷783.0=
题目7828: (331.0-266.0)×132.0=
题目7829: 464.0+364.0=
题目7830: (663.0-373.0)÷54.0=
题目7831: 548.0÷788.0=
题目7832: 146.0+454.0-247.0=
题目7833: 339.0÷255.0+781.0=
题目7834: (885.0-322.0)÷140.0=
题目7835: 294.0÷207.0=
题目7836: 22.0+392.0÷686.0=
题目7837: 828.0×290.0=
题目7838: 600.0+388.0-356.0+295.0=
题目7839: 759.0×608.0+87.0=
题目7840: 836.0×448.0=
题目7841: 921.0×184.0×41.0=
题目7842: 691.0×298.0=
题目7843: 512.0×41.0+27.0=
题目7844: 791.0×112.0+588.0=
题目7845: 56.0÷855.0=
题目7846: 559.0+302.0=
题目7847: 598.0-554.0+40.0=
题目7848: 448.0×481.0÷640.0=
题目7849: 550.0+616.0=
题目7850: 340.0÷466.0×597.0=
题目7851: 105.0÷749.0=
题目7852: 521.0×391.0=
题目7853: 855.0-117.0=
题目7854: 248.0×350.0=
题目7855: 336.0+66.0=
题目7856: 672.0+437.0×774.0=
题目7857: 994.0÷198.0=
题目7858: 657.0-72.0=
题目7859: 335.0÷948.0×761.0=
题目7860: 769.0-628.0=
题目7861: 779.0÷623.0=
题目7862: 986.0+149.0-832.0=
题目7863: 70.0÷566.0+194.0=
题目7864: 834.0÷966.0=
题目7865: 364.0-122.0=
题目7866: 49.0+113.0=
题目7867: 92.0+145.0÷862.0=
题目7868: 832.0+745.0=
题目7869: 640.0-342.0+540.0=
题目7870: (399.0-80.0)×672.0=
题目7871: 971.0+293.0=
题目7872: 511.0+942.0=
题目7873: (227.0-207.0)÷312.0=
题目7874: 848.0+597.0=
题目7875: 813.0-206.0=
题目7876: 734.0÷44.0=
题目7877: 566.0-338.0=
题目7878: 103.0÷67.0=
题目7879: 728.0×819.0=
题目7880: 858.0-3.0=
题目7881: 815.0×246.0+178.0=
题目7882: 400.0×336.0=
题目7883: 824.0+886.0×759.0+914.0=
题目7884: 677.0÷658.0÷413.0=
题目7885: 489.0×222.0=
题目7886: 341.0+808.0=
题目7887: 707.0÷334.0÷899.0=
题目7888: 385.0+690.0÷464.0+503.0=
题目7889: (944.0-874.0)×297.0=
题目7890: 277.0+205.0×54.0=
题目7891: 821.0×454.0×413.0=
题目7892: 296.0×332.0÷72.0=
题目7893: (797.0-13.0)÷455.0=
题目7894: 388.0-63.0=
题目7895: 526.0×191.0×428.0=
题目7896: 848.0÷373.0÷680.0=
题目7897: 50.0+760.0÷183.0+215.0=
题目7898: 75.0×16.0+25.0=
题目7899: 732.0+511.0=
题目7900: 95.0×733.0+643.0=
题目7901: 276.0×419.0÷395.0=
题目7902: 512.0×522.0×332.0=
题目7903: 372.0+362.0÷802.0+102.0=
题目7904: 23.0×857.0=
题目7905: (567.0-534.0)÷973.0=
题目7906: 213.0÷881.0+238.0=
题目7907: 904.0÷72.0=
题目7908: 303.0+239.0=
题目7909: 774.0+83.0+796.0+564.0=
题目7910: 245.0×156.0=
题目7911: 711.0×735.0+131.0=
题目7912: 410.0÷444.0×755.0=
题目7913: 65.0+518.0÷183.0=
题目7914: 755.0+426.0+290.0=
题目7915: 291.0×144.0=
题目7916: 961.0-861.0=
题目7917: (555.0-333.0)÷609.0=
题目7918: 947.0×526.0÷596.0=
题目7919: 704.0×513.0+803.0=
题目7920: 857.0+715.0×216.0+642.0=
题目7921: 780.0+259.0÷927.0=
题目7922: 516.0-300.0-189.0=
题目7923: 363.0-340.0=
题目7924: 961.0+87.0-474.0+88.0=
题目7925: 826.0+738.0=
题目7926: 579.0+516.0÷675.0=
题目7927: 140.0+870.0=
题目7928: 868.0×23.0+418.0=
题目7929: 499.0÷557.0=
题目7930: 264.0+887.0=
题目7931: 955.0+850.0=
题目7932: 704.0-71.0=
题目7933: 609.0÷305.0=
题目7934: (794.0-103.0)×977.0=
题目7935: 970.0÷41.0+487.0=
题目7936: 798.0÷740.0×560.0=
题目7937: 502.0×459.0+433.0=
题目7938: 498.0×651.0÷762.0=
题目7939: 776.0-550.0=
题目7940: 158.0÷315.0=
题目7941: 890.0×616.0+886.0=
题目7942: 306.0÷421.0×231.0=
题目7943: 951.0-225.0=
题目7944: 251.0+699.0+374.0=
题目7945: 499.0×957.0+499.0=
题目7946: 895.0+974.0-465.0=
题目7947: 566.0×172.0÷444.0=
题目7948: 415.0+989.0-316.0=
题目7949: 224.0+192.0÷319.0=
题目7950: 779.0×153.0÷756.0=
题目7951: 902.0-552.0-240.0=
题目7952: 505.0÷911.0=
题目7953: 846.0+873.0+888.0=
题目7954: 333.0×547.0=
题目7955: 926.0+845.0=
题目7956: 234.0×946.0=
题目7957: 257.0+808.0=
题目7958: 178.0÷846.0=
题目7959: 704.0×937.0+126.0=
题目7960: (423.0-236.0)×423.0=
题目7961: 590.0-320.0=
题目7962: 155.0÷557.0=
题目7963: 54.0+607.0=
题目7964: 993.0×88.0÷923.0=
题目7965: 464.0×818.0=
题目7966: 573.0-411.0+346.0=
题目7967: 568.0+267.0÷109.0+89.0=
题目7968: 518.0×551.0÷217.0=
题目7969: 700.0×191.0×70.0=
题目7970: 114.0+47.0×709.0+571.0=
题目7971: 291.0÷74.0+603.0=
题目7972: 947.0+988.0=
题目7973: (838.0-501.0)÷336.0=
题目7974: 144.0+726.0-449.0=
题目7975: 109.0+513.0-374.0=
题目7976: 567.0÷633.0=
题目7977: 490.0-50.0=
题目7978: 449.0×792.0÷753.0=
题目7979: 890.0-112.0+39.0=
题目7980: 812.0×339.0÷586.0=
题目7981: 490.0-393.0=
题目7982: 583.0÷491.0×205.0=
题目7983: 310.0+686.0×757.0=
题目7984: 661.0+137.0-497.0=
题目7985: (897.0-546.0)÷577.0=
题目7986: 739.0+883.0÷259.0-3.0=
题目7987: 434.0×809.0=
题目7988: 736.0+977.0×137.0+946.0=
题目7989: 831.0×10.0=
题目7990: 522.0÷946.0=
题目7991: 765.0×807.0=
题目7992: 328.0×769.0+953.0=
题目7993: 535.0+202.0=
题目7994: 928.0-71.0+63.0=
题目7995: 525.0×595.0=
题目7996: 301.0+890.0-411.0=
题目7997: 557.0+852.0-900.0=
题目7998: 649.0+884.0=
题目7999: 904.0-55.0+102.0=
题目8000: 635.0-578.0=
题目8001: 549.0×859.0=
题目8002: (520.0-225.0)×386.0=
题目8003: 878.0-85.0=
题目8004: 958.0-754.0=
题目8005: 709.0×927.0+18.0=
题目8006: 723.0÷208.0=
题目8007: (956.0-106.0)×713.0=
题目8008: 763.0+390.0=
题目8009: 118.0÷241.0=
题目8010: 543.0×846.0=
题目8011: 402.0-52.0+40.0=
题目8012: 100.0-76.0=
题目8013: 571.0+47.0×610.0=
题目8014: 284.0+75.0=
题目8015: (268.0-101.0)÷198.0=
题目8016: 140.0÷563.0=
题目8017: 678.0×80.0+643.0=
题目8018: 337.0×248.0=
题目8019: 192.0+655.0-356.0=
题目8020: 757.0+534.0×856.0=
题目8021: 355.0×703.0=
题目8022: 382.0÷704.0=
题目8023: 670.0×695.0=
题目8024: 106.0+564.0=
题目8025: 91.0+602.0+283.0=
题目8026: 248.0×735.0+78.0=
题目8027: 598.0×754.0÷729.0=
题目8028: 902.0×145.0=
题目8029: 756.0-425.0=
题目8030: 7.0×601.0=
题目8031: 19.0×99.0=
题目8032: 642.0×126.0=
题目8033: 195.0×811.0=
题目8034: 601.0+765.0=
题目8035: 888.0×156.0=
题目8036: 568.0÷947.0=
题目8037: 859.0-390.0+243.0=
题目8038: 348.0+883.0÷893.0=
题目8039: 17.0+457.0=
题目8040: 770.0+404.0=
题目8041: 25.0×621.0=
题目8042: 387.0-180.0=
题目8043: 918.0×828.0×228.0=
题目8044: 506.0×530.0+857.0=
题目8045: 751.0÷608.0+985.0=
题目8046: (566.0-255.0)÷566.0=
题目8047: 789.0×75.0=
题目8048: 462.0÷116.0=
题目8049: 895.0÷326.0÷191.0=
题目8050: 804.0-151.0=
题目8051: 156.0÷916.0=
